Customer,Site,Device Class,Device Name,OS,Status,Patch Category,Count,Matched to Inventory
Preferred Personnel Solutions*,Preferred Personnel Solutions (Cartersville),Windows Laptop,PPS-LT-KASEY,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-03,11 Business ,Not Installed,Security Updates,5,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-04-Liz,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-LAKYNB,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,PPS-LT-LIZZIE,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Workstation,SS-Home10-25,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Kennesaw HQ),Windows Laptop,pps-test,11 Pro ,Not Installed,Security Updates,4,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Workstation,DT-CORP-PIT4,11 Business ,Not Installed,Security Updates,2,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Workstation,DT-LTSP-PIT2,11 Business ,Not Installed,Security Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Lithia Springs),Windows Laptop,PPS-LT-JFLORES,11 Business ,Not Installed,Security Updates,1,True
RTCO Packaging LLC,No Site,Windows Laptop,DESKTOP-U5ETDVF,11 Business ,Not Installed,Security Updates,1,True
RTCO Packaging LLC,No Site,Windows Laptop,Didier,11 Pro ,Not Installed,Security Updates,1,True
RTCO Packaging LLC,No Site,Windows Laptop,ProductionLead,11 Pro ,Not Installed,Security Updates,1,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,ATL-LT-0760,11 Business ,Not Installed,Security Updates,1,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,ATL-LT0682,11 Pro ,Not Installed,Security Updates,2,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0620,11 Pro ,Not Installed,Security Updates,4,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0620,11 Pro ,Not Installed,Critical Updates,1,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0621,11 Pro ,Not Installed,Security Updates,5,True
"SECO (Ft. Worth, TX)",No Site,Windows Workstation,FTW-DT0621,11 Pro ,Not Installed,Critical Updates,1,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,FTW-LT-0340,11 Business ,Not Installed,Security Updates,3,True
"SECO (Ft. Worth, TX)",No Site,Windows Laptop,FTW-LT-0340,11 Business ,Not Installed,Critical Updates,1,True
SECO (Garland),No Site,Windows Laptop,ATL-LT0664,11 Business ,Not Installed,Security Updates,3,True
SECO (Garland),No Site,Windows Workstation,DAL-DT0367,11 Pro ,Not Installed,Security Updates,3,True
SECO (Garland),No Site,Windows Workstation,DAL-DT0367,11 Pro ,Not Installed,Critical Updates,1,True
SECO (Garland),No Site,Windows Laptop,DAL-LT0730,11 Business ,Not Installed,Security Updates,2,True
SECO (Garland),No Site,Windows Workstation,DallasImagingPC,11 Pro ,Not Installed,Security Updates,4,True
SECO (Garland),No Site,Windows Laptop,LAPTOP-ESU8IVKD,11 Pro ,Not Installed,Security Updates,3,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,AT-LT0654,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL--LT0680,11 Pro ,Not Installed,Security Updates,4,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0381,11 Pro ,Not Installed,Security Updates,3,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0381,11 Pro ,Not Installed,Critical Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT-0579,11 Business ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0371,11 Business ,Failed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0371,11 Business ,Not Installed,Security Updates,22,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,ATL-DT0371,11 Business ,Not Installed,Critical Updates,4,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0574,11 Business ,Not Installed,Security Updates,6,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0683,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0731,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT-0742,11 Business ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0652,11 Business ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0684,11 Business ,Not Installed,Security Updates,3,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0687,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0706,11 Business ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0707,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0709,11 Pro ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0710,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0728,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0743,11 Business ,Not Installed,Security Updates,3,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,ATL-LT0751,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,DT-ATL-spare,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Workstation,GaurdHouse,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-0049,11 Business ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-ED1,11 Pro ,Not Installed,Security Updates,1,True
SECO (HQ Southeast Consolidators),No Site,Windows Laptop,LT-ATL-ED2,11 Business ,Not Installed,Security Updates,2,True
SECO (HQ Southeast Consolidators),Unknown (not in Network Hardware),Windows Laptop,ATL-LT0394,Unknown,Not Installed,Security Updates,1,False
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Workstation,LT-CCampbell,11 Pro ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-CCorchado,11 Business ,Not Installed,Security Updates,7,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-DSmith,11 Business ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-EBarrientos,11 Business ,Not Installed,Security Updates,2,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-JNorton,11 Business ,Not Installed,Security Updates,2,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-KWallace,11 Business ,Not Installed,Security Updates,5,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-SBuckley,11 Business ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-SElrod,11 Business ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,LT-TTurner,11 Business ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,Skld-dul-tab1,11 Pro ,Not Installed,Security Updates,1,True
"SKL'D Staffing Holdco, LLC*","SKL'D Staffing (Duluth, GA)",Windows Laptop,Skld-dul-tab2,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-3Z0P794,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-4YDR794,11 Pro ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-76FZ7V3,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-76FZ7V3,11 Pro ,Not Installed,Critical Updates,1,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513NCC,11 Pro ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513NCV,11 Pro ,Not Installed,Security Updates,12,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL0513ND3,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL55152LY,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-D-MXL55152LY,11 Pro ,Not Installed,Critical Updates,2,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-DT-B5JR664,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-DT-B5JR664,11 Pro ,Not Installed,Critical Updates,2,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Workstation,CP-DT-MXL0513NCS,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Laura,11 Business ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Nicole,11 Pro ,Not Installed,Security Updates,5,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-SD00P756,11 Business ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,CP-LP-Sarah,11 Business ,Not Installed,Security Updates,9,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Daniel-11-L-Del,11 Pro ,Not Installed,Security Updates,12,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Eric-11-ZBook,11 Business ,Not Installed,Security Updates,7,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Thad-11-L-Dell,11 Pro ,Not Installed,Security Updates,11,True
Soteria Flexibles (HQ)*,"Continental Products (Mexico, MO)",Windows Laptop,Thad-11-L-Dell,11 Pro ,Not Installed,Critical Updates,1,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Laptop,DESKTOP-3OC9KQE,10 Pro ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,DESKTOP-H4GKCQO,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,Dell-9020-AL,10 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Workstation,FT-DT-7EMNGR3,10 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,FilmTech LLC,Windows Laptop,dell-lap2,11 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,DESKTOP-4K8HES6,11 Pro ,Not Installed,Security Updates,6,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HB6150-HP,11 Business ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-6FF8C42,10 Pro ,Failed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-7FV8SW1,10 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-7FW1SW1,10 Business ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Workstation,HP-DT-GMQVN22,10 Pro ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-H85251D06,11 Pro ,Not Installed,Security Updates,4,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-J403V1131,10 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-J403V1208,10 Business ,Not Installed,Security Updates,2,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-P206ZQE0,11 Business ,Not Installed,Security Updates,4,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-SD00MJSC,11 Business ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,HP-LT-SD00P79W,11 Business ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,Hamilton Plastics Inc,Windows Laptop,LT-PF5ZHM5Q,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,Norplex Centralia Plant,Windows Laptop,Norplex40,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Norplex, Inc.",Windows Laptop,Jerry-Surface,10 Pro ,Not Installed,Security Updates,1,True
Soteria Flexibles (HQ)*,"Norplex, Inc.",Windows Laptop,NORPLEX-LT04,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,"Norplex, Inc.",Windows Workstation,NORPLEX41,10 Pro ,Failed,Security Updates,1,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-D9ZQDZ3,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-D9ZQDZ3,11 Pro ,Not Installed,Critical Updates,1,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-HJYQDZ3,11 Pro ,Not Installed,Security Updates,3,True
Soteria Flexibles (HQ)*,Quality Extrusion Inc,Windows Workstation,QE-DT-HJYQDZ3,11 Pro ,Not Installed,Critical Updates,1,True
Soteria Flexibles (HQ)*,Unknown (not in Network Hardware),Windows Workstation,HP-DT-6CKTDZ3,Unknown,Not Installed,Security Updates,5,False
Sunbelt Displays,No Site,Windows Laptop,ConfRoom,11 Pro ,Not Installed,Security Updates,3,True
Sunbelt Displays,No Site,Windows Workstation,ZUND-PC-New,11 Pro ,Not Installed,Security Updates,1,True
Sunbelt Displays,No Site,Windows Laptop,salesremote,11 Pro ,Not Installed,Security Updates,17,True
TLM Transport,No Site,Windows Laptop,After-Hours-LT,11 Home ,Not Installed,Security Updates,1,True
TLM Transport,No Site,Windows Laptop,LAPTOP-22NAERP5,11 Pro ,Not Installed,Security Updates,2,True
TLM Transport,No Site,Windows Laptop,LAPTOP-DENISE,11 Pro ,Not Installed,Security Updates,1,True
TLM Transport,No Site,Windows Laptop,LAPTOP-PF3WHD8V,11 Pro ,Not Installed,Security Updates,3,True
TLM Transport,No Site,Windows Laptop,LAPTOP-TAMMY,11 Pro ,Not Installed,Security Updates,1,True
Thomas and Brown*,Thomas and Brown LLC (Alpharetta Forsyth),Windows Workstation,TBWORK153,11 Pro ,Not Installed,Security Updates,4,True
Thomas and Brown*,Thomas and Brown LLC (Alpharetta Forsyth),Windows Laptop,TBWORK167,11 Pro ,Not Installed,Security Updates,2,True
Thomas and Brown*,Thomas and Brown LLC (Buckhead),Windows Laptop,TBWORK164,11 Pro ,Not Installed,Security Updates,3,True
Thomas and Brown*,Thomas and Brown LLC (East Cobb),Windows Workstation,TBWORK145,11 Pro ,Not Installed,Security Updates,3,True
Thomas and Brown*,Thomas and Brown LLC (East Cobb),Windows Workstation,TBWORK145,11 Pro ,Not Installed,Critical Updates,1,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK141,11 Pro ,Not Installed,Security Updates,4,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK143,11 Pro ,Not Installed,Security Updates,3,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Workstation,TBWORK143,11 Pro ,Not Installed,Critical Updates,1,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK156,11 Pro ,Not Installed,Security Updates,1,True
Thomas and Brown*,Thomas and Brown LLC (HQ),Windows Laptop,TBWORK169,11 Pro ,Not Installed,Security Updates,2,True
Thomas and Brown*,"Thomas and Brown LLC (Rome, GA)",Windows Workstation,TBWORK125,11 Pro ,Not Installed,Security Updates,1,True
Turner Chapel AME Church (Main Location),No Site,Windows Workstation,TCC-163561 (jumpbox),11 Pro ,Not Installed,Security Updates,1,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-9310-TBRIGHT-L,11 Enterprise ,Not Installed,Security Updates,4,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-9520-PDEAS-L,11 Pro ,Not Installed,Security Updates,9,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-XPS-Intern,11 Business ,Not Installed,Security Updates,2,True
Turner Chapel AME Church (Main Location),No Site,Windows Laptop,TCC-XPS-Sharon,11 Business ,Not Installed,Security Updates,6,True
ViscoTec America Inc.,No Site,Windows Laptop,DESKTOP-2UD59KO,11 Business ,Not Installed,Security Updates,1,True
ViscoTec America Inc.,No Site,Windows Laptop,LAPTOP-5MHX294,11 Pro ,Not Installed,Security Updates,1,True
ViscoTec America Inc.,No Site,Windows Laptop,LAPTOP-765MN94,11 Pro ,Not Installed,Security Updates,1,True
ViscoTec America Inc.,No Site,Windows Laptop,LAPTOP-7K5LN94,11 Pro ,Not Installed,Security Updates,2,True
ViscoTec America Inc.,No Site,Windows Laptop,VTA-DSKTP-01,11 Pro ,Not Installed,Security Updates,1,True
WLM Contracting,No Site,Windows Workstation,Kym-Desktop2,11 Pro ,Not Installed,Security Updates,1,True
WLM Contracting,No Site,Windows Laptop,Meagan,11 Pro ,Not Installed,Security Updates,8,True
WLM Contracting,No Site,Windows Laptop,malissapc,11 Pro ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-2NKQPFQ,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-30PI9AF,11 Pro ,Not Installed,Security Updates,9,True
"Worley, Schilling & Randall",No Site,Windows Workstation,DESKTOP-7493V97,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Workstation,DESKTOP-8H0B2OI,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-MI68ONT,11 Pro ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,DESKTOP-QDEF7RL,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Workstation,Heather,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,JohnRMobile,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Workstation,KellyWsrOffice,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,LAPTOP-PW0JSYTZ,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,Mona-Office,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,Office,11 Pro ,Not Installed,Security Updates,8,True
"Worley, Schilling & Randall",No Site,Windows Workstation,Tammi-Office,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-BWorley,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-009,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-019,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-030,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Laptop,WSR-PC-032,11 Pro ,Not Installed,Security Updates,7,True
"Worley, Schilling & Randall",No Site,Windows Laptop,WSR-PC-032,11 Pro ,Not Installed,Critical Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-036,11 Business ,Not Installed,Security Updates,4,True
"Worley, Schilling & Randall",No Site,Windows Laptop,WSR-PC-22,11 Business ,Not Installed,Security Updates,4,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-34,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSR-PC-35-Worle,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall",No Site,Windows Workstation,WSRJohn,11 Pro ,Not Installed,Security Updates,9,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Workstation,DESKTOP-G1MGTHU,11 Business ,Not Installed,Security Updates,18,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Laptop,Kieshaun,11 Business ,Not Installed,Security Updates,1,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Workstation,Kieshaun,11 Business ,Not Installed,Security Updates,17,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Workstation,Kieshaun,11 Business ,Not Installed,Critical Updates,2,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Workstation,Tammi,11 Business ,Not Installed,Security Updates,2,True
"Worley, Schilling & Randall","Worley, Schilling & Randall- (AV and Patch only)",Windows Workstation,WSR-HRandall,11 Business ,Not Installed,Security Updates,1,True
