Customer,Site,Device Class,Device Name,OS,Status,Patch Category,Count,Matched to Inventory
Castles Tech,No Site,Windows Laptop,CAS118811199,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS118811200-BW,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Workstation,CAS118811262,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS118811264,11 Business ,Not Installed,Security Updates,3,True
Castles Tech,No Site,Windows Laptop,CAS118811269,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS118811275,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS118811289,11 Pro ,Not Installed,Security Updates,3,True
Castles Tech,No Site,Windows Laptop,CAS118811289,11 Pro ,Not Installed,Critical Updates,2,True
Castles Tech,No Site,Windows Workstation,CAS118811290,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS118811300,11 Pro ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CASUSAJBLACK,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CAS_Dan_Stanley,11 Business ,Not Installed,Security Updates,4,True
Castles Tech,No Site,Windows Laptop,CAS_Dan_Stanley,11 Business ,Not Installed,Critical Updates,2,True
Castles Tech,No Site,Windows Laptop,CT-LT-8Z6DR44,11 Pro ,Not Installed,Security Updates,2,True
Castles Tech,No Site,Windows Laptop,CT-LT-8Z6DR44,11 Pro ,Not Installed,Critical Updates,1,True
Castles Tech,No Site,Windows Laptop,CT-LT-PW0DRAEJ,11 Business ,Failed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,CT-LT-PW0DRAEJ,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811115,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811125,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811127,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811140,11 Business ,Not Installed,Security Updates,3,True
Castles Tech,No Site,Windows Laptop,Cas118811151,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811178,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811180,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811191,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811197,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811204,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811209,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811217,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811224,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Cas118811230,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Castles118811195,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,Castles2022,11 Home ,Not Installed,Security Updates,3,True
Castles Tech,No Site,Windows Laptop,Castles2022,11 Home ,Not Installed,Critical Updates,2,True
Castles Tech,No Site,Windows Laptop,DESKTOP-K73NO8P,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,DESKTOP-KT5T4J7,11 Home ,Not Installed,Security Updates,5,True
Castles Tech,No Site,Windows Laptop,IsacJahn,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,LAPTOP-7UOTNHO0,11 Business ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,LAPTOP-HLIEQO86,11 Pro ,Not Installed,Security Updates,8,True
Castles Tech,No Site,Windows Laptop,LAPTOP-UJPE07V7,11 Pro ,Not Installed,Security Updates,1,True
Castles Tech,No Site,Windows Laptop,TCAS118811137,11 Pro ,Not Installed,Security Updates,2,True
Consumer Collection Management,No Site,Windows Laptop,AmyLaptop,11 Pro ,Failed,Security Updates,1,True
Consumer Collection Management,No Site,Windows Laptop,AmyLaptop,11 Pro ,Not Installed,Security Updates,3,True
Consumer Collection Management,No Site,Windows Workstation,CCM15,11 Pro ,Not Installed,Security Updates,3,True
Consumer Collection Management,No Site,Windows Workstation,Collector21,11 Pro ,Not Installed,Security Updates,1,True
Consumer Collection Management,No Site,Windows Workstation,Collector21,11 Pro ,Not Installed,Critical Updates,1,True
Consumer Collection Management,No Site,Windows Workstation,EmilyToddHome,11 Pro ,Not Installed,Security Updates,2,True
Consumer Collection Management,No Site,Windows Workstation,EmilyToddHome,11 Pro ,Not Installed,Critical Updates,2,True
Consumer Collection Management,No Site,Windows Laptop,KristinScott,11 Pro ,Not Installed,Security Updates,25,True
Consumer Collection Management,No Site,Windows Laptop,KristinScott,11 Pro ,Not Installed,Critical Updates,6,True
Consumer Collection Management,No Site,Windows Laptop,RicksLaptop0526,11 Pro ,Not Installed,Security Updates,6,True
Consumer Collection Management,No Site,Windows Laptop,TimOwensLaptop,11 Pro ,Not Installed,Security Updates,6,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div-9-Field,11 Pro ,Not Installed,Security Updates,5,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-Field5,11 Pro ,Not Installed,Security Updates,20,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-Field5,11 Pro ,Not Installed,Critical Updates,8,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-PC2,11 Pro ,Not Installed,Security Updates,6,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9-PC2,11 Pro ,Not Installed,Critical Updates,4,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9Field,11 Pro ,Not Installed,Security Updates,3,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div9field4,11 Pro ,Not Installed,Security Updates,1,True
Division 9 Commercial Inc Construction,No Site,Windows Laptop,Div_9_Field,11 Pro ,Not Installed,Security Updates,2,True
Division 9 Commercial Inc Construction,Unknown (not in Network Hardware),Windows Laptop,Tom-Travel,Unknown,Not Installed,Security Updates,6,False
Division 9 Commercial Inc Construction,Unknown (not in Network Hardware),Windows Laptop,Tom-Travel,Unknown,Not Installed,Critical Updates,2,False
D’Huyvetter & Swichkow,No Site,Windows Workstation,dspc003,11 Pro ,Not Installed,Security Updates,4,True
D’Huyvetter & Swichkow,No Site,Windows Workstation,dspc003,11 Pro ,Not Installed,Critical Updates,1,True
EB Medicine,No Site,Windows Laptop,EBM-016,11 Pro ,Not Installed,Security Updates,1,True
Eagle Parking (Atlanta) - HQ - Tellworks,No Site,Windows Laptop,5CG3247PQY,11 Pro ,Not Installed,Security Updates,6,True
Eagle Parking (Atlanta) - HQ - Tellworks,No Site,Windows Laptop,CND2400QS3,11 Pro ,Not Installed,Security Updates,1,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Brooke,11 Pro ,Not Installed,Security Updates,3,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Brooke,11 Pro ,Not Installed,Critical Updates,1,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Myra,11 Pro ,Not Installed,Security Updates,3,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Myra,11 Pro ,Not Installed,Critical Updates,1,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Rachel,11 Pro ,Not Installed,Security Updates,3,True
Fluid Control Services,No Site,Windows Workstation,FCS-DT-Rachel,11 Pro ,Not Installed,Critical Updates,1,True
Fluid Control Services,No Site,Windows Workstation,LEIGH-2022,11 Home ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,DESKTOP-7KOL3KE,11 Enterprise ,Not Installed,Security Updates,4,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-ACFRY,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-ADILWORTH,11 Pro ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-AHARRELL,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-AWINN,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-CTIEU,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-DCROXTON,11 Enterprise ,Not Installed,Security Updates,3,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-JFANNING,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-KMCCOY,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-LANDERSON,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-LROBERTS,11 Enterprise ,Not Installed,Security Updates,3,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MHARLEY,11 Enterprise ,Not Installed,Security Updates,4,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MLICCIARDELL,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MMANSOUR,11 Enterprise ,Not Installed,Security Updates,3,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-MRAMDASS,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-PRAMANI,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-RROSE,11 Enterprise ,Not Installed,Security Updates,2,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SJANIS,11 Enterprise ,Not Installed,Security Updates,14,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SJANIS,11 Enterprise ,Not Installed,Critical Updates,6,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-SVUTLA,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-TBEDINGFIELD,11 Enterprise ,Not Installed,Security Updates,1,True
"Galt Pharmaceuticals, LLC.",No Site,Windows Laptop,LT-VPATEL,11 Enterprise ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Workstation,GWC-DT-PNNT,11 Pro ,Not Installed,Security Updates,2,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0042,11 Pro ,Not Installed,Security Updates,25,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0048,11 Pro ,Not Installed,Security Updates,2,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0051,11 Pro ,Not Installed,Security Updates,4,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0054,11 Pro ,Not Installed,Security Updates,17,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0064,11 Pro ,Not Installed,Security Updates,5,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-0087,11 Pro ,Not Installed,Security Updates,3,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-009,11 Pro ,Not Installed,Security Updates,4,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT-8KD1,11 Pro ,Not Installed,Security Updates,2,True
General Wholesale*,General Wholesale Beer Company (1595),Windows Laptop,GWC-LT00035,11 Pro ,Not Installed,Security Updates,5,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0294,11 Pro ,Not Installed,Security Updates,5,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0410,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0448,11 Pro ,Not Installed,Security Updates,5,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT-0454,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,GWC-DT00298,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0012,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0033,11 Pro ,Not Installed,Security Updates,10,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0065,11 Pro ,Not Installed,Security Updates,4,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0065,11 Pro ,Not Installed,Critical Updates,2,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0072,11 Pro ,Not Installed,Security Updates,2,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0080,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Laptop,GWC-LT-0100,11 Pro ,Not Installed,Security Updates,4,True
General Wholesale*,General Wholesale Beer Company (615) (HQ),Windows Workstation,RobsCC,11 Pro ,Not Installed,Security Updates,1,True
General Wholesale*,General Wholesale Beer Company (Augusta),Windows Workstation,GWC-DT-278,11 Pro ,Not Installed,Security Updates,3,True
General Wholesale*,General Wholesale Company of Florida,Windows Workstation,GWC-DT-0390,11 Pro ,Not Installed,Security Updates,3,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Laptop,GWC-LT-0067,11 Pro ,Not Installed,Security Updates,3,True
General Wholesale*,General Wholesale Company of SC (Spartanburg),Windows Laptop,GWC-LT-0068,11 Pro ,Not Installed,Security Updates,13,True
General Wholesale*,Unknown (not in Network Hardware),Windows Workstation,GWC-DT-PNMV,Unknown,Not Installed,Security Updates,4,False
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-EHEARN-SUR,11 Pro ,Not Installed,Security Updates,16,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-JGRAY-SUR2,11 Pro ,Not Installed,Security Updates,15,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-LHILL-SUR,11 Pro ,Not Installed,Security Updates,15,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-RUTH-SUR,11 Pro ,Not Installed,Security Updates,4,True
Georgia Baptist Foundation,No Site,Windows Laptop,GBF-SpareHP,11 Pro ,Not Installed,Security Updates,7,True
Georgia Baptist Foundation,No Site,Windows Laptop,LAPTOP-0FM9L30U,11 Pro ,Not Installed,Security Updates,4,True
Geosurvey LTD,No Site,Windows Laptop,NB04A,11 Pro ,Not Installed,Security Updates,3,True
Geosurvey LTD,No Site,Windows Laptop,NB19A,11 Pro ,Not Installed,Security Updates,6,True
Geosurvey LTD,No Site,Windows Laptop,NB21,11 Pro ,Not Installed,Security Updates,1,True
Geosurvey LTD,No Site,Windows Laptop,NB22,11 Pro ,Not Installed,Security Updates,1,True
Geosurvey LTD,No Site,Windows Laptop,NB23,11 Pro ,Not Installed,Security Updates,7,True
Geosurvey LTD,No Site,Windows Laptop,WS22,11 Pro ,Not Installed,Security Updates,15,True
Geosurvey LTD,No Site,Windows Workstation,WS40,11 Pro ,Not Installed,Security Updates,2,True
Geosurvey LTD,No Site,Windows Workstation,WS40,11 Pro ,Not Installed,Critical Updates,2,True
Geosurvey LTD,No Site,Windows Workstation,WS41,11 Pro ,Not Installed,Critical Updates,1,True
Geosurvey LTD,No Site,Windows Workstation,WS50,11 Pro ,Not Installed,Security Updates,3,True
Geosurvey LTD,No Site,Windows Workstation,WS53,11 Pro ,Not Installed,Security Updates,2,True
Geosurvey LTD,No Site,Windows Workstation,WS53,11 Pro ,Not Installed,Critical Updates,2,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72054,11 Business ,Not Installed,Security Updates,5,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72061,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72064,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72068,11 Business ,Not Installed,Security Updates,7,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72068,11 Business ,Not Installed,Critical Updates,5,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72070,11 Business ,Not Installed,Security Updates,5,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72070,11 Business ,Not Installed,Critical Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72079,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72080,11 Business ,Not Installed,Security Updates,6,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72084,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72085,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72090,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72094,11 Business ,Not Installed,Security Updates,4,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72100,11 Business ,Not Installed,Security Updates,4,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72103,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72104,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72107,11 Business ,Not Installed,Security Updates,2,True
German American Chamber of Commerce*,German American Chamber of Commerce (HQ),Windows Laptop,GAC-72111,11 Business ,Not Installed,Security Updates,1,True
German American Chamber of Commerce*,German American Chamber of Commerce (TX),Windows Laptop,GAC-72098,11 Business ,Not Installed,Security Updates,1,True
HEFCO,No Site,Windows Workstation,50CK2G3,11 Pro ,Not Installed,Security Updates,1,True
HEFCO,No Site,Windows Laptop,6CFTX84,11 Pro ,Not Installed,Security Updates,24,True
HEFCO,No Site,Windows Laptop,6CFTX84,11 Pro ,Not Installed,Critical Updates,5,True
HEFCO,No Site,Windows Laptop,FQ9Z8F4 Hefco Loaner,11 Pro ,Not Installed,Security Updates,4,True
HEFCO,No Site,Windows Laptop,KelseyLT-CBGQLD4,11 Pro ,Not Installed,Critical Updates,1,True
HEFCO,No Site,Windows Laptop,MJ0G4Q2R,11 Pro ,Not Installed,Security Updates,9,True
HEFCO,No Site,Windows Workstation,Michelle-Desktop,11 Pro ,Not Installed,Security Updates,5,True
HEFCO,No Site,Windows Laptop,X1Carbon-EDF,11 Pro ,Not Installed,Security Updates,1,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Cassidy-Office,11 Business ,Not Installed,Security Updates,1,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Workstation,Conference-Room,11 Business ,Not Installed,Security Updates,3,True
Habitat for Humanity of NW Metro Atlanta,No Site,Windows Laptop,Felicia-Office,11 Business ,Not Installed,Security Updates,2,True
Habitat for Humanity of NW Metro Atlanta ReStore,No Site,Windows Laptop,James-ReStore,11 Business ,Not Installed,Security Updates,15,True
Habitat for Humanity of NW Metro Atlanta ReStore,No Site,Windows Laptop,Malik-ReStore,11 Business ,Not Installed,Security Updates,17,True
J&A Engineering LLC,No Site,Windows Workstation,GRIFFIN-DT,11 Pro ,Not Installed,Security Updates,5,True
J&A Engineering LLC,No Site,Windows Laptop,JGILLIS-LT,11 Pro ,Not Installed,Security Updates,1,True
J&A Engineering LLC,No Site,Windows Laptop,JPARK-LT,11 Pro ,Not Installed,Security Updates,4,True
J&A Engineering LLC,No Site,Windows Laptop,JPARK-LT,11 Pro ,Not Installed,Critical Updates,2,True
J&A Engineering LLC,No Site,Windows Laptop,MCOAKLEY-LT,11 Pro ,Not Installed,Security Updates,3,True
J&A Engineering LLC,No Site,Windows Laptop,MCOAKLEY-LT,11 Pro ,Not Installed,Critical Updates,2,True
J&A Engineering LLC,No Site,Windows Workstation,RMORRELL-DT,11 Pro ,Not Installed,Security Updates,3,True
J&A Engineering LLC,No Site,Windows Workstation,RMORRELL-DT,11 Pro ,Not Installed,Critical Updates,2,True
J&A Engineering LLC,No Site,Windows Workstation,WTUBBS-DT,11 Pro ,Not Installed,Security Updates,3,True
J&A Engineering LLC,No Site,Windows Workstation,WTUBBS-DT,11 Pro ,Not Installed,Critical Updates,1,True
J&A Engineering LLC,Unknown (not in Network Hardware),Windows Workstation,BTUBBS2-DT,Unknown,Not Installed,Security Updates,4,False
J&A Engineering LLC,Unknown (not in Network Hardware),Windows Workstation,BTUBBS2-DT,Unknown,Not Installed,Critical Updates,1,False
Legis Consultancy,No Site,Windows Laptop,Michele HUFF2,11 Pro ,Not Installed,Security Updates,2,True
Omni Connection International,No Site,Windows Workstation,OMNI-HENRY-01,11 Enterprise ,Not Installed,Security Updates,6,True
Omni Connection International,No Site,Windows Laptop,OMNI-LT-10,11 Enterprise ,Not Installed,Security Updates,2,True
Omni Connection International,No Site,Windows Laptop,OMNIMMARTINEZ,11 Pro ,Not Installed,Security Updates,3,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,LAPTOP-PF52K6MP,11 Pro ,Not Installed,Security Updates,6,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,O-L-PF1R8R23,11 Pro ,Not Installed,Security Updates,6,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,O-L-PF1R9234,11 Pro ,Not Installed,Security Updates,3,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,O-L-PF1R9PTG,11 Pro ,Not Installed,Security Updates,1,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,PEI-Conf-Rm,11 Pro ,Not Installed,Security Updates,6,True
"Pagnotti Enterprises, Inc",No Site,Windows Laptop,PF1W7TTY,11 Pro ,Not Installed,Security Updates,2,True
Palmer Engineering Company,No Site,Windows Workstation,PEC-011,11 Pro ,Not Installed,Security Updates,1,True
Palmer Engineering Company,No Site,Windows Workstation,PEC-029,11 Pro ,Not Installed,Security Updates,4,True
Palmer Engineering Company,No Site,Windows Workstation,PEC-029,11 Pro ,Not Installed,Critical Updates,2,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-Kels-XNQH0,11 Enterprise ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-cmue-5Z4PI,11 Enterprise ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-jras-6SXKR,11 Enterprise ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-sbro-7RKTL,11 Enterprise ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select (Azure Cloud PC),Windows Workstation,CPC-shoy-R96LM,11 Enterprise ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-OO90PON,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-Q71L6AS,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,DESKTOP-TV23IMA,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-3DQTS74,11 Business ,Not Installed,Security Updates,2,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-5Y62PC4,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-8C90CB4,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-Chelsea,11 Business ,Not Installed,Security Updates,2,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-HB5Y8H4,11 Business ,Not Installed,Security Updates,8,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-HB5Y8H4,11 Business ,Not Installed,Critical Updates,4,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-HPAGDCHD,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,LAPTOP-J1MPBH4,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-89Y1394,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-9C1Y084,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Laptop-PF3RJJDM,11 Business ,Not Installed,Security Updates,1,True
Patriot Select Property and Casualty Ins. Co.*,Patriot Select Co.,Windows Laptop,Marciaslaptop,11 Business ,Not Installed,Security Updates,2,True
Patriot Select Property and Casualty Ins. Co.*,Unknown (not in Network Hardware),Windows Laptop,LAPTOP-63MPBH4,Unknown,Not Installed,Security Updates,21,False
Patriot Select Property and Casualty Ins. Co.*,Unknown (not in Network Hardware),Windows Laptop,LAPTOP-63MPBH4,Unknown,Not Installed,Critical Updates,4,False
Patriot Select Property and Casualty Ins. Co.*,Unknown (not in Network Hardware),Windows Laptop,Laptop-Kelly,Unknown,Not Installed,Security Updates,1,False
Personal Care Physicians of Atlanta,No Site,Windows Laptop,Fran-Laptop,11 Pro ,Not Installed,Security Updates,3,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,Fran-PC,11 Pro ,Not Installed,Critical Updates,1,True
Personal Care Physicians of Atlanta,No Site,Windows Laptop,LAPTOP-Nelloms,11 Pro ,Not Installed,Security Updates,1,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,LSmith-PC,11 Pro ,Not Installed,Security Updates,1,True
Personal Care Physicians of Atlanta,No Site,Windows Workstation,LSmith-PC,11 Pro ,Not Installed,Critical Updates,2,True
Personal Care Physicians of Atlanta,No Site,Windows Laptop,Laptop-EKG-SPIRO,11 Pro ,Not Installed,Critical Updates,1,True
Preferred Personnel Solutions*,Preferred Personnel Solutions (Cartersville),Windows Laptop,PPS-LT-CRYSTAL,11 Business ,Not Installed,Security Updates,4,True
